Product Number,Company,Details,Price,Rating,Number of Ratings & Reviews,Link
202,PUMA,SL 194 Running Shoes For Women,"₹2,090",4.2,"6,285 ratings and 373 reviews",https://www.flipkart.com/sparx-sl-194-running-shoes-women/p/itm519afe456ac85?pid=SHOGYJGZGZZSZMAQ&lid=LSTSHOGYJGZGZZSZMAQAFXMU2&marketplace=FLIPKART&q=shoes&store=osp&srno=s_24_948&otracker=search&otracker1=search&fm=organic&iid=en_PHEnEqfJZW1g0MlAjC09jQKzkysPZ44w0BTgHsIC-Mb8H6IzxFsFjpLagkfyUx6hplUNv1k6qG6C-PbEtpPnBX3Gaq_wzx4HJysDmGalzMk%3D&ppt=None&ppn=None&ssid=lpkallhor40000001741796609583&qH=b0a8b6f820479900
203,Bata,"Casual Sneaker Shoes for Men | Elegantly Rounded Front, Soothing Insole Sneakers For Men",₹769,4,"1,809 ratings and 103 reviews",https://www.flipkart.com/red-tape-casual-sneaker-shoes-men-elegantly-rounded-front-soothing-insole-sneakers/p/itma3a927e73f63e?pid=SHOGZW2UJCPZRNH4&lid=LSTSHOGZW2UJCPZRNH4J7XNZU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_24_950&otracker=search&otracker1=search&fm=organic&iid=266f64b1-85c3-4e6c-839f-a13834218e50.SHOGZW2UJCPZRNH4.SEARCH&ppt=None&ppn=None&ssid=lpkallhor40000001741796609583&qH=b0a8b6f820479900
204,JQR,ETPU Athleisure Shoes for Men | Cultured Round-Toe Shape & Cushioning Technology Walking Shoes For Men,"₹1,013",4,206 ratings and 12 reviews,https://www.flipkart.com/red-tape-etpu-athleisure-shoes-men-cultured-round-toe-shape-cushioning-technology-walking/p/itma1743d3f16f16?pid=SHOH5Y8TJPCPEGHG&lid=LSTSHOH5Y8TJPCPEGHGZDXRDE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_24_954&otracker=search&otracker1=search&fm=organic&iid=266f64b1-85c3-4e6c-839f-a13834218e50.SHOH5Y8TJPCPEGHG.SEARCH&ppt=None&ppn=None&ssid=lpkallhor40000001741796609583&qH=b0a8b6f820479900
205,Zixer,Synthetic Leather Ankle Formal Shoes Men || Office Shoes For Men Latest Stylish || Chukka Boots Men || Party Wear Long Shoes For Men Long Boots Lace Up For Men,₹811,3.8,"11,003 ratings and 937 reviews",https://www.flipkart.com/zixer-synthetic-leather-ankle-formal-shoes-men-office-latest-stylish-chukka-boots-party-wear-long-lace-up/p/itm8fc2a53d890e7?pid=SHOG6X8PACN73ZZJ&lid=LSTSHOG6X8PACN73ZZJDLAX6E&marketplace=FLIPKART&q=shoes&store=osp&srno=s_24_957&otracker=search&otracker1=search&fm=organic&iid=en_PHEnEqfJZW1g0MlAjC09jQKzkysPZ44w0BTgHsIC-May6SY7beowhw5qMR8R8uxA60ZTjK3jZLrpE9tqXLayVw%3D%3D&ppt=None&ppn=None&ssid=lpkallhor40000001741796609583&qH=b0a8b6f820479900
206,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_961&otracker=search&otracker1=search&fm=organic&iid=en_WF06cZLDwggkNyfYVzLcuc1Fng4gT2NrxaQjllradMl_3MFUK-eNJi0R0mXKb0QhaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
207,HRX by Hrithik Roshan,Running Shoes For Men,₹702,4.4,9 ratings and 0 reviews,https://www.flipkart.com/hrx-hrithik-roshan-running-shoes-men/p/itma3f63556028f1?pid=SHOH5ZYFGZU3Q9KG&lid=LSTSHOH5ZYFGZU3Q9KGNUQWXE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_965&otracker=search&otracker1=search&fm=organic&iid=2b2c3c2e-1914-4860-831e-0913ae916371.SHOH5ZYFGZU3Q9KG.SEARCH&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
208,Sparx,SM 736 Outdoors For Men,"₹1,434",4,"2,085 ratings and 117 reviews",https://www.flipkart.com/sparx-sm-736-outdoors-men/p/itm8ac58c7b7bd97?pid=SHOGHEWGZVWVGKZG&lid=LSTSHOGHEWGZVWVGKZGWQVCUF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_970&otracker=search&otracker1=search&fm=organic&iid=2b2c3c2e-1914-4860-831e-0913ae916371.SHOGHEWGZVWVGKZG.SEARCH&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
209,CAMPUS,RENEGADE Men's Sports Shoes | Memory Foam & Air Capsule Comfort | Lace-Up Sneakers For Men,"₹1,389",4,"7,377 ratings and 885 reviews",https://www.flipkart.com/campus-renegade-men-s-sports-shoes-memory-foam-air-capsule-comfort-lace-up-sneakers-men/p/itm50a9118046add?pid=SHOFXNU8AADQS2AH&lid=LSTSHOFXNU8AADQS2AHVJHCPW&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_973&otracker=search&otracker1=search&fm=organic&iid=2b2c3c2e-1914-4860-831e-0913ae916371.SHOFXNU8AADQS2AH.SEARCH&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
210,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_981&otracker=search&otracker1=search&fm=organic&iid=en_WF06cZLDwggkNyfYVzLcuc1Fng4gT2NrxaQjllradMnJbryLduQQZRrmaClffjWVSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
211,HRX by Hrithik Roshan,URBAN CHUNKY Sneakers For Men,₹925,4.1,"6,589 ratings and 573 reviews",https://www.flipkart.com/hrx-hrithik-roshan-urban-chunky-sneakers-men/p/itm0a3b289e4c04a?pid=SHOGZR69NHZ5RZCX&lid=LSTSHOGZR69NHZ5RZCXM8VS4I&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_985&otracker=search&otracker1=search&fm=organic&iid=2b2c3c2e-1914-4860-831e-0913ae916371.SHOGZR69NHZ5RZCX.SEARCH&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
212,asian,"Tarzan-04 Beige Sneakers,Casuals,Loafers,Stylish Sneakers For Men",₹846,4,"18,940 ratings and 1,463 reviews",https://www.flipkart.com/asian-tarzan-04-beige-sneakers-casuals-loafers-stylish-sneakers-men/p/itmd542aa3b0ec15?pid=SHOGPQJYXZHAA4BZ&lid=LSTSHOGPQJYXZHAA4BZJTJIXD&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_989&otracker=search&otracker1=search&fm=organic&iid=2b2c3c2e-1914-4860-831e-0913ae916371.SHOGPQJYXZHAA4BZ.SEARCH&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
213,Arivo,Training & Gym Shoes For Men,₹599,4,"1,438 ratings and 70 reviews",https://www.flipkart.com/arivo-training-gym-shoes-men/p/itm180e6455c1136?pid=SHOHFQ9KWGF5UFQV&lid=LSTSHOHFQ9KWGF5UFQVKTV6VU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_993&otracker=search&otracker1=search&fm=organic&iid=2b2c3c2e-1914-4860-831e-0913ae916371.SHOHFQ9KWGF5UFQV.SEARCH&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
214,AVANT,"TERMINATOR-01 White Sneakers,Sports,Training,Gym,Walking,Stylish Running Shoes For Men",₹989,4,"28,151 ratings and 2,656 reviews",https://www.flipkart.com/asian-terminator-01-white-sneakers-sports-training-gym-walking-stylish-running-shoes-men/p/itmabf02712960dc?pid=SHOHFZHR95G25BQG&lid=LSTSHOHFZHR95G25BQG6Y82FJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_25_998&otracker=search&otracker1=search&fm=organic&iid=en_WF06cZLDwggkNyfYVzLcuc1Fng4gT2NrxaQjllradMmMNVZgZnsIqyTs9tb7TNxDYPaHafQoVqcxhu5Bu4qOE68iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=e55tuz6yeo0000001741796615046&qH=b0a8b6f820479900
